Date,Category,Item,Quantity Sold,Sale Price per Unit,Total Sales
6/6/2024,Snacks,Popcorn,3,40,120
6/6/2024,Snacks,Popcorn,3,40,120
6/6/2024,Snacks,Popcorn,1,40,40
6/6/2024,Snacks,Popcorn,2,40,80
6/6/2024,Snacks,Namkeen,2,50,100
6/6/2024,Snacks,Chocolates,2,60,120
6/6/2024,Snacks,Chocolates,2,60,120
6/6/2024,Snacks,Chips,3,20,60
6/6/2024,Snacks,Chips,3,20,60
6/6/2024,Snacks,Biscuits,1,30,30
6/6/2024,Snacks,Chips,1,20,20
6/6/2024,Snacks,Namkeen,2,50,100
6/6/2024,Snacks,Chips,2,20,40
6/6/2024,Snacks,Popcorn,2,40,80
6/6/2024,Snacks,Namkeen,2,50,100
6/6/2024,Snacks,Biscuits,3,30,90
6/6/2024,Snacks,Popcorn,3,40,120
6/6/2024,Snacks,Chips,2,20,40
6/6/2024,Snacks,Popcorn,3,40,120
6/6/2024,Snacks,Popcorn,2,40,80
6/6/2024,Snacks,Chocolates,3,60,180
6/6/2024,Snacks,Chocolates,3,60,180
6/6/2024,Snacks,Popcorn,3,40,120
6/6/2024,Snacks,Popcorn,2,40,80
6/6/2024,Snacks,Popcorn,1,40,40
6/6/2024,Snacks,Biscuits,1,30,30
6/6/2024,Snacks,Chocolates,1,60,60
6/6/2024,Snacks,Biscuits,1,30,30
6/6/2024,Snacks,Chips,1,20,20
6/6/2024,Snacks,Namkeen,1,50,50
6/6/2024,Snacks,Chips,2,20,40
6/6/2024,Snacks,Chips,3,20,60
6/6/2024,Snacks,Biscuits,1,30,30
6/6/2024,Snacks,Popcorn,1,40,40
6/6/2024,Snacks,Biscuits,2,30,60
6/6/2024,Snacks,Popcorn,1,40,40
6/6/2024,Snacks,Biscuits,1,30,30
6/6/2024,Snacks,Chips,3,20,60
6/6/2024,Snacks,Chocolates,3,60,180
6/6/2024,Snacks,Chocolates,1,60,60
6/6/2024,Snacks,Namkeen,3,50,150
6/6/2024,Snacks,Popcorn,2,40,80
6/6/2024,Snacks,Biscuits,3,30,90
6/6/2024,Snacks,Popcorn,2,40,80
6/6/2024,Snacks,Chocolates,1,60,60
6/6/2024,Snacks,Chocolates,1,60,60
6/6/2024,Snacks,Biscuits,3,30,90
6/6/2024,Snacks,Chocolates,2,60,120
6/6/2024,Snacks,Namkeen,2,50,100
6/6/2024,Snacks,Namkeen,1,50,50
6/6/2024,Snacks,Popcorn,2,40,80
6/6/2024,Snacks,Popcorn,3,40,120
6/6/2024,Snacks,Popcorn,3,40,120
6/6/2024,Snacks,Chocolates,2,60,120
6/6/2024,Snacks,Chips,1,20,20
6/6/2024,Snacks,Chips,3,20,60
6/6/2024,Snacks,Biscuits,2,30,60
6/6/2024,Snacks,Chocolates,2,60,120
6/6/2024,Snacks,Popcorn,3,40,120
6/6/2024,Snacks,Popcorn,2,40,80
6/6/2024,Snacks,Popcorn,3,40,120
6/6/2024,Snacks,Namkeen,3,50,150
6/6/2024,Snacks,Namkeen,2,50,100
6/6/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
6/6/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
6/6/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
6/6/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
6/6/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
6/6/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
6/6/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
6/6/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
6/6/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
6/6/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
6/6/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
6/6/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
6/6/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
6/6/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
6/6/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
6/6/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
6/6/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
6/6/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
6/6/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
6/6/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
6/7/2024,Groceries,Toor Dal (Kandipappu),2,160,320
6/7/2024,Groceries,Moong Dal (Pesara pappu),1,135,135
6/7/2024,Groceries,Chana Dal (Sanaga pappu),1,100,100
6/7/2024,Groceries,Peanuts (Palli),1,165,165
6/7/2024,Groceries,Urad Dal (Minapappu),1,160,160
6/7/2024,Groceries,Masoor Dal,3,80,240
6/7/2024,Groceries,Idly Rawa (Sri Lalitha),4,50,200
6/7/2024,Groceries,Wheat Flour (Aashirvad),5,60,300
6/7/2024,Groceries,Rice Rawa,3,60,180
6/7/2024,Groceries,Bajra flour,5,50,250
6/7/2024,Oils,Freedom Sunflower Oil,1,140,140
6/7/2024,Oils,Gold Drop Sunflower Oil,1,135,135
6/7/2024,Oils,Vijaya Groundnut Oil,1,180,180
6/7/2024,Oils,Rajini Palm Oil,1,95,95
6/7/2024,Dehydrated Fruits,Kiwi,1,450,450
6/7/2024,Dehydrated Fruits,Cranberries,1,750,750
6/7/2024,Dehydrated Fruits,Dry Cherries,1,700,700
6/7/2024,Dehydrated Fruits,Blueberries,1,1700,1700
6/7/2024,Dehydrated Fruits,Strawberries,1,900,900
6/7/2024,Dehydrated Fruits,Pineapple Coin,1,650,650
6/7/2024,Dehydrated Fruits,Prunes,1,700,700
6/7/2024,Dehydrated Fruits,Dried Mango,1,700,700
6/7/2024,Spices,Elachi (8 MM),1,300,300
6/7/2024,Spices,Cinnamon Premium,1,90,90
6/7/2024,Spices,Clove,1,150,150
6/7/2024,Spices,Jaji Kaya,1,120,120
6/7/2024,Spices,Leaf Leaf (Biryani Leaf),1,40,40
6/7/2024,Spices,Khus Khus (GASALU),1,180,180
6/7/2024,Spices,Mustard Seeds (aavalu),1,40,40
6/7/2024,Spices,Pepper (Miriyalu),1,100,100
6/7/2024,Spices,Coriander Seeds (Dhaniyalu),2,25,50
6/7/2024,Dairy,Milk (500 ml),3,30,90
6/7/2024,Dairy,Cream (200 ml),1,70,70
6/7/2024,Dairy,Butter (100 g),2,50,100
6/7/2024,Dairy,Yogurt (500 g),2,50,100
6/7/2024,Dairy,Cheese (200 g),1,100,100
6/7/2024,Dairy,Custard (200 ml),3,40,120
6/7/2024,Dairy,Frozen Desserts (1L),1,200,200
6/7/2024,Snacks,Chocolates,2,60,120
6/7/2024,Snacks,Popcorn,3,40,120
6/7/2024,Snacks,Chocolates,3,60,180
6/7/2024,Snacks,Popcorn,1,40,40
6/7/2024,Snacks,Chocolates,1,60,60
6/7/2024,Snacks,Chocolates,1,60,60
6/7/2024,Snacks,Namkeen,2,50,100
6/7/2024,Snacks,Biscuits,2,30,60
6/7/2024,Snacks,Chips,3,20,60
6/7/2024,Snacks,Chips,2,20,40
6/7/2024,Snacks,Chips,2,20,40
6/7/2024,Snacks,Chips,1,20,20
6/7/2024,Snacks,Chocolates,2,60,120
6/7/2024,Snacks,Chips,3,20,60
6/7/2024,Snacks,Biscuits,2,30,60
6/7/2024,Snacks,Popcorn,1,40,40
6/7/2024,Snacks,Chips,1,20,20
6/7/2024,Snacks,Namkeen,2,50,100
6/7/2024,Snacks,Namkeen,1,50,50
6/7/2024,Snacks,Chocolates,3,60,180
6/7/2024,Snacks,Biscuits,1,30,30
6/7/2024,Snacks,Chocolates,3,60,180
6/7/2024,Snacks,Popcorn,1,40,40
6/7/2024,Snacks,Popcorn,3,40,120
6/7/2024,Snacks,Chips,1,20,20
6/7/2024,Snacks,Chocolates,2,60,120
6/7/2024,Snacks,Biscuits,1,30,30
6/7/2024,Snacks,Chips,3,20,60
6/7/2024,Snacks,Namkeen,2,50,100
6/7/2024,Snacks,Popcorn,3,40,120
6/7/2024,Snacks,Biscuits,2,30,60
6/7/2024,Snacks,Chips,2,20,40
6/7/2024,Snacks,Biscuits,3,30,90
6/7/2024,Snacks,Popcorn,3,40,120
6/7/2024,Snacks,Biscuits,2,30,60
6/7/2024,Snacks,Chips,1,20,20
6/7/2024,Snacks,Biscuits,2,30,60
6/7/2024,Snacks,Chips,1,20,20
6/7/2024,Snacks,Chocolates,1,60,60
6/7/2024,Snacks,Chips,2,20,40
6/7/2024,Snacks,Biscuits,2,30,60
6/7/2024,Snacks,Popcorn,1,40,40
6/7/2024,Snacks,Popcorn,1,40,40
6/7/2024,Snacks,Popcorn,1,40,40
6/7/2024,Snacks,Chips,1,20,20
6/7/2024,Snacks,Chocolates,2,60,120
6/7/2024,Snacks,Popcorn,3,40,120
6/7/2024,Snacks,Popcorn,1,40,40
6/7/2024,Snacks,Chips,1,20,20
6/7/2024,Snacks,Chocolates,3,60,180
6/7/2024,Snacks,Namkeen,3,50,150
6/7/2024,Snacks,Chocolates,1,60,60
6/7/2024,Snacks,Biscuits,3,30,90
6/7/2024,Snacks,Namkeen,3,50,150
6/7/2024,Snacks,Chocolates,2,60,120
6/7/2024,Snacks,Biscuits,1,30,30
6/7/2024,Snacks,Popcorn,3,40,120
6/7/2024,Snacks,Biscuits,1,30,30
6/7/2024,Snacks,Namkeen,3,50,150
6/7/2024,Snacks,Chips,3,20,60
6/7/2024,Snacks,Namkeen,3,50,150
6/7/2024,Snacks,Namkeen,2,50,100
6/7/2024,Snacks,Biscuits,2,30,60
6/7/2024,Snacks,Popcorn,3,40,120
6/7/2024,Snacks,Biscuits,1,30,30
6/7/2024,Snacks,Chips,2,20,40
6/7/2024,Snacks,Popcorn,2,40,80
6/7/2024,Snacks,Popcorn,1,40,40
6/7/2024,Snacks,Namkeen,3,50,150
6/7/2024,Snacks,Popcorn,1,40,40
6/7/2024,Snacks,Chocolates,3,60,180
6/7/2024,Snacks,Namkeen,1,50,50
6/7/2024,Snacks,Chocolates,1,60,60
6/7/2024,Snacks,Chocolates,2,60,120
6/7/2024,Snacks,Chips,3,20,60
6/7/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
6/7/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
6/7/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
6/7/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
6/7/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
6/7/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
6/7/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
6/7/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
6/7/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
6/7/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
6/7/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
6/7/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
6/7/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
6/7/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
6/7/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
6/7/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
6/7/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
6/7/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
6/7/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
6/7/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
6/8/2024,Groceries,Toor Dal (Kandipappu),2,160,320
6/8/2024,Groceries,Moong Dal (Pesara pappu),3,135,405
6/8/2024,Groceries,Chana Dal (Sanaga pappu),5,100,500
6/8/2024,Groceries,Peanuts (Palli),1,165,165
6/8/2024,Groceries,Urad Dal (Minapappu),2,160,320
6/8/2024,Groceries,Masoor Dal,2,80,160
6/8/2024,Groceries,Idly Rawa (Sri Lalitha),9,50,450
6/8/2024,Groceries,Wheat Flour (Aashirvad),5,60,300
6/8/2024,Groceries,Rice Rawa,8,60,480
6/8/2024,Groceries,Bajra flour,3,50,150
6/8/2024,Oils,Freedom Sunflower Oil,1,140,140
6/8/2024,Oils,Gold Drop Sunflower Oil,1,135,135
6/8/2024,Oils,Vijaya Groundnut Oil,1,180,180
6/8/2024,Oils,Rajini Palm Oil,1,95,95
6/8/2024,Dry Fruits,Cashew,1,700,700
6/8/2024,Dry Fruits,Almonds California,1,600,600
6/8/2024,Dry Fruits,Walnut,1,1300,1300
6/8/2024,Dry Fruits,Plain Pista,1,1250,1250
6/8/2024,Dry Fruits,Salted Pista,1,1100,1100
6/8/2024,Dry Fruits,Pecan Nuts,1,2300,2300
6/8/2024,Dry Fruits,Brazil Nuts,1,3000,3000
6/8/2024,Dry Fruits,Hazelnuts,1,1500,1500
6/8/2024,Dry Fruits,Black Kismis,1,480,480
6/8/2024,Dry Fruits,Dry Dates Yellow,1,480,480
6/8/2024,Dehydrated Fruits,Kiwi,1,450,450
6/8/2024,Dehydrated Fruits,Cranberries,1,750,750
6/8/2024,Dehydrated Fruits,Dry Cherries,1,700,700
6/8/2024,Dehydrated Fruits,Blueberries,1,1700,1700
6/8/2024,Dehydrated Fruits,Strawberries,1,900,900
6/8/2024,Dehydrated Fruits,Pineapple Coin,1,650,650
6/8/2024,Dehydrated Fruits,Prunes,1,700,700
6/8/2024,Dehydrated Fruits,Dried Mango,1,700,700
6/8/2024,Spices,Elachi (8 MM),1,300,300
6/8/2024,Spices,Cinnamon Premium,1,90,90
6/8/2024,Spices,Clove,1,150,150
6/8/2024,Spices,Jaji Kaya,1,120,120
6/8/2024,Spices,Leaf Leaf (Biryani Leaf),1,40,40
6/8/2024,Spices,Khus Khus (GASALU),1,180,180
6/8/2024,Spices,Mustard Seeds (aavalu),1,40,40
6/8/2024,Spices,Pepper (Miriyalu),1,100,100
6/8/2024,Spices,Coriander Seeds (Dhaniyalu),1,25,25
6/8/2024,Seeds,Pumpkin Seeds,1,500,500
6/8/2024,Seeds,Sunflower Seeds,1,320,320
6/8/2024,Seeds,Watermelon Seeds,1,100,100
6/8/2024,Seeds,Flax Seeds,1,150,150
6/8/2024,Seeds,Basil (Sabja) Seeds,1,500,500
6/8/2024,Seeds,Chia Seeds,1,500,500
6/8/2024,Seeds,Kalonji Seeds,1,350,350
6/8/2024,Seeds,Mahabeera Seeds,1,320,320
6/8/2024,Dairy,Milk (500 ml),2,30,60
6/8/2024,Dairy,Cream (200 ml),1,70,70
6/8/2024,Dairy,Butter (100 g),3,50,150
6/8/2024,Dairy,Yogurt (500 g),2,50,100
6/8/2024,Dairy,Cheese (200 g),1,100,100
6/8/2024,Dairy,Custard (200 ml),3,40,120
6/8/2024,Dairy,Frozen Desserts (1L),1,200,200
6/8/2024,Snacks,Popcorn,2,40,80
6/8/2024,Snacks,Biscuits,2,30,60
6/8/2024,Snacks,Namkeen,1,50,50
6/8/2024,Snacks,Chocolates,1,60,60
6/8/2024,Snacks,Biscuits,2,30,60
6/8/2024,Snacks,Popcorn,1,40,40
6/8/2024,Snacks,Chips,1,20,20
6/8/2024,Snacks,Chocolates,1,60,60
6/8/2024,Snacks,Chocolates,1,60,60
6/8/2024,Snacks,Biscuits,2,30,60
6/8/2024,Snacks,Biscuits,3,30,90
6/8/2024,Snacks,Chips,3,20,60
6/8/2024,Snacks,Chips,2,20,40
6/8/2024,Snacks,Chips,3,20,60
6/8/2024,Snacks,Chips,3,20,60
6/8/2024,Snacks,Chips,3,20,60
6/8/2024,Snacks,Namkeen,2,50,100
6/8/2024,Snacks,Namkeen,1,50,50
6/8/2024,Snacks,Popcorn,1,40,40
6/8/2024,Snacks,Chips,2,20,40
6/8/2024,Snacks,Chips,1,20,20
6/8/2024,Snacks,Biscuits,3,30,90
6/8/2024,Snacks,Biscuits,2,30,60
6/8/2024,Snacks,Biscuits,3,30,90
6/8/2024,Snacks,Chips,3,20,60
6/8/2024,Snacks,Biscuits,1,30,30
6/8/2024,Snacks,Popcorn,2,40,80
6/8/2024,Snacks,Chocolates,2,60,120
6/8/2024,Snacks,Biscuits,2,30,60
6/8/2024,Snacks,Popcorn,1,40,40
6/8/2024,Snacks,Chips,3,20,60
6/8/2024,Snacks,Namkeen,3,50,150
6/8/2024,Snacks,Chocolates,2,60,120
6/8/2024,Snacks,Chips,2,20,40
6/8/2024,Snacks,Chocolates,3,60,180
6/8/2024,Snacks,Biscuits,2,30,60
6/8/2024,Snacks,Chips,3,20,60
6/8/2024,Snacks,Chips,3,20,60
6/8/2024,Snacks,Namkeen,1,50,50
6/8/2024,Snacks,Chocolates,1,60,60
6/8/2024,Snacks,Popcorn,2,40,80
6/8/2024,Snacks,Popcorn,1,40,40
6/8/2024,Snacks,Chocolates,2,60,120
6/8/2024,Snacks,Biscuits,3,30,90
6/8/2024,Snacks,Popcorn,1,40,40
6/8/2024,Snacks,Biscuits,2,30,60
6/8/2024,Snacks,Biscuits,1,30,30
6/8/2024,Snacks,Chocolates,2,60,120
6/8/2024,Snacks,Popcorn,3,40,120
6/8/2024,Snacks,Namkeen,3,50,150
6/8/2024,Snacks,Chips,2,20,40
6/8/2024,Snacks,Chocolates,1,60,60
6/8/2024,Snacks,Chips,2,20,40
6/8/2024,Snacks,Biscuits,3,30,90
6/8/2024,Snacks,Chocolates,3,60,180
6/8/2024,Snacks,Namkeen,3,50,150
6/8/2024,Snacks,Namkeen,1,50,50
6/8/2024,Snacks,Chips,2,20,40
6/8/2024,Snacks,Biscuits,3,30,90
6/8/2024,Snacks,Popcorn,1,40,40
6/8/2024,Snacks,Namkeen,2,50,100
6/8/2024,Snacks,Chocolates,2,60,120
6/8/2024,Snacks,Chips,2,20,40
6/8/2024,Snacks,Chocolates,1,60,60
6/8/2024,Snacks,Namkeen,2,50,100
6/8/2024,Snacks,Popcorn,3,40,120
6/8/2024,Snacks,Chocolates,1,60,60
6/8/2024,Snacks,Chips,3,20,60
6/8/2024,Snacks,Namkeen,1,50,50
6/8/2024,Snacks,Biscuits,2,30,60
6/8/2024,Snacks,Biscuits,2,30,60
6/8/2024,Snacks,Chocolates,1,60,60
6/8/2024,Snacks,Biscuits,3,30,90
6/8/2024,Snacks,Biscuits,2,30,60
6/8/2024,Snacks,Namkeen,1,50,50
6/8/2024,Snacks,Chocolates,3,60,180
6/8/2024,Snacks,Biscuits,3,30,90
6/8/2024,Snacks,Namkeen,3,50,150
6/8/2024,Snacks,Popcorn,1,40,40
6/8/2024,Snacks,Chips,2,20,40
6/8/2024,Snacks,Popcorn,3,40,120
6/8/2024,Snacks,Chips,2,20,40
6/8/2024,Snacks,Biscuits,2,30,60
6/8/2024,Snacks,Chips,3,20,60
6/8/2024,Snacks,Chips,1,20,20
6/8/2024,Snacks,Namkeen,2,50,100
6/8/2024,Snacks,Biscuits,3,30,90
6/8/2024,Snacks,Biscuits,1,30,30
6/8/2024,Snacks,Biscuits,1,30,30
6/8/2024,Snacks,Namkeen,3,50,150
6/8/2024,Snacks,Biscuits,1,30,30
6/8/2024,Snacks,Chips,3,20,60
6/8/2024,Snacks,Chocolates,2,60,120
6/8/2024,Snacks,Chocolates,2,60,120
6/8/2024,Snacks,Chips,3,20,60
6/8/2024,Snacks,Biscuits,3,30,90
6/8/2024,Snacks,Namkeen,2,50,100
6/8/2024,Snacks,Popcorn,1,40,40
6/8/2024,Snacks,Chips,2,20,40
6/8/2024,Snacks,Chocolates,3,60,180
6/8/2024,Snacks,Biscuits,2,30,60
6/8/2024,Snacks,Chips,1,20,20
6/8/2024,Snacks,Popcorn,1,40,40
6/8/2024,Snacks,Chips,3,20,60
6/8/2024,Snacks,Biscuits,3,30,90
6/8/2024,Snacks,Chocolates,3,60,180
6/8/2024,Snacks,Namkeen,2,50,100
6/8/2024,Snacks,Biscuits,1,30,30
6/8/2024,Snacks,Chocolates,3,60,180
6/8/2024,Snacks,Chips,3,20,60
6/8/2024,Snacks,Popcorn,2,40,80
6/8/2024,Snacks,Namkeen,2,50,100
6/8/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
6/8/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
6/8/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
6/8/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
6/8/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
6/8/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
6/8/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
6/8/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
6/8/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
6/8/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
6/8/2024,Cold Drinks,Sprite Pocket Pack,2,20,40
6/8/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
6/8/2024,Cold Drinks,Coca-Cola Pocket Pack,1,20,20
6/8/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
6/8/2024,Cold Drinks,Mountain Dew Pocket Pack,1,20,20
6/8/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
6/8/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
6/8/2024,Cold Drinks,Coca-Cola Pocket Pack,2,20,40
6/8/2024,Cold Drinks,Mountain Dew Pocket Pack,2,20,40
6/8/2024,Cold Drinks,Sprite Pocket Pack,1,20,20
6/9/2024,Groceries,Toor Dal (Kandipappu),2,160,320
6/9/2024,Groceries,Moong Dal (Pesara pappu),1,135,135
6/9/2024,Groceries,Chana Dal (Sanaga pappu),2,100,200
6/9/2024,Groceries,Peanuts (Palli),2,165,330
6/9/2024,Groceries,Urad Dal (Minapappu),1,160,160
6/9/2024,Groceries,Masoor Dal,3,80,240
6/9/2024,Groceries,Idly Rawa (Sri Lalitha),11,50,550
6/9/2024,Groceries,Wheat Flour (Aashirvad),5,60,300
6/9/2024,Groceries,Rice Rawa,8,60,480
6/9/2024,Groceries,Bajra flour,9,50,450
6/9/2024,Oils,Freedom Sunflower Oil,1,140,140
6/9/2024,Oils,Gold Drop Sunflower Oil,1,135,135
6/9/2024,Oils,Vijaya Groundnut Oil,1,180,180
6/9/2024,Oils,Rajini Palm Oil,2,95,190
6/9/2024,Dry Fruits,Cashew,1,700,700
6/9/2024,Dry Fruits,Almonds California,1,600,600
6/9/2024,Dry Fruits,Walnut,1,1300,1300
6/9/2024,Dry Fruits,Plain Pista,1,1250,1250
6/9/2024,Dry Fruits,Salted Pista,1,1100,1100
6/9/2024,Dry Fruits,Pecan Nuts,1,2300,2300
6/9/2024,Dry Fruits,Brazil Nuts,1,3000,3000
6/9/2024,Dry Fruits,Hazelnuts,1,1500,1500
6/9/2024,Dry Fruits,Black Kismis,1,480,480
6/9/2024,Dry Fruits,Dry Dates Yellow,1,480,480
6/9/2024,Dehydrated Fruits,Kiwi,1,450,450
6/9/2024,Dehydrated Fruits,Cranberries,1,750,750
6/9/2024,Dehydrated Fruits,Dry Cherries,1,700,700
6/9/2024,Dehydrated Fruits,Blueberries,1,1700,1700
6/9/2024,Dehydrated Fruits,Strawberries,1,900,900
6/9/2024,Dehydrated Fruits,Pineapple Coin,1,650,650
6/9/2024,Dehydrated Fruits,Prunes,1,700,700
6/9/2024,Dehydrated Fruits,Dried Mango,1,700,700
6/9/2024,Spices,Elachi (8 MM),1,300,300
6/9/2024,Spices,Cinnamon Premium,1,90,90
6/9/2024,Spices,Clove,1,150,150
6/9/2024,Spices,Jaji Kaya,1,120,120
6/9/2024,Spices,Leaf Leaf (Biryani Leaf),1,40,40
6/9/2024,Spices,Khus Khus (GASALU),1,180,180
6/9/2024,Spices,Mustard Seeds (aavalu),1,40,40
6/9/2024,Spices,Pepper (Miriyalu),1,100,100
6/9/2024,Spices,Coriander Seeds (Dhaniyalu),2,25,50
6/9/2024,Seeds,Pumpkin Seeds,1,500,500
6/9/2024,Seeds,Sunflower Seeds,1,320,320
6/9/2024,Seeds,Watermelon Seeds,1,100,100
6/9/2024,Seeds,Flax Seeds,1,150,150
6/9/2024,Seeds,Basil (Sabja) Seeds,1,500,500
6/9/2024,Seeds,Chia Seeds,1,500,500
6/9/2024,Seeds,Kalonji Seeds,1,350,350
6/9/2024,Seeds,Mahabeera Seeds,1,320,320
6/9/2024,Dairy,Milk (500 ml),4,30,120
6/9/2024,Dairy,Cream (200 ml),3,70,210
6/9/2024,Dairy,Butter (100 g),2,50,100
6/9/2024,Dairy,Yogurt (500 g),5,50,250
6/9/2024,Dairy,Cheese (200 g),1,100,100
6/9/2024,Dairy,Custard (200 ml),6,40,240
6/9/2024,Dairy,Frozen Desserts (1L),1,200,200
6/9/2024,Snacks,Chips,1,20,20
6/9/2024,Snacks,Namkeen,3,50,150
6/9/2024,Snacks,Popcorn,2,40,80
6/9/2024,Snacks,Chips,1,20,20
6/9/2024,Snacks,Chocolates,2,60,120
6/9/2024,Snacks,Chips,2,20,40
6/9/2024,Snacks,Namkeen,3,50,150
6/9/2024,Snacks,Popcorn,1,40,40
6/9/2024,Snacks,Chips,2,20,40
6/9/2024,Snacks,Namkeen,1,50,50
6/9/2024,Snacks,Chips,3,20,60
6/9/2024,Snacks,Biscuits,1,30,30
6/9/2024,Snacks,Namkeen,1,50,50
6/9/2024,Snacks,Namkeen,2,50,100
6/9/2024,Snacks,Namkeen,2,50,100
6/9/2024,Snacks,Chips,2,20,40
6/9/2024,Snacks,Popcorn,3,40,120
6/9/2024,Snacks,Namkeen,3,50,150
6/9/2024,Snacks,Namkeen,3,50,150
6/9/2024,Snacks,Chocolates,1,60,60
6/9/2024,Snacks,Chips,1,20,20
6/9/2024,Snacks,Popcorn,3,40,120
6/9/2024,Snacks,Namkeen,1,50,50
6/9/2024,Snacks,Popcorn,1,40,40
6/9/2024,Snacks,Chips,3,20,60
6/9/2024,Snacks,Namkeen,3,50,150
6/9/2024,Snacks,Namkeen,1,50,50
6/9/2024,Snacks,Popcorn,2,40,80
6/9/2024,Snacks,Namkeen,2,50,100
6/9/2024,Snacks,Biscuits,2,30,60
6/9/2024,Snacks,Chocolates,3,60,180
6/9/2024,Snacks,Namkeen,1,50,50
6/9/2024,Snacks,Chocolates,1,60,60
6/9/2024,Snacks,Chocolates,3,60,180
6/9/2024,Snacks,Biscuits,1,30,30
6/9/2024,Snacks,Popcorn,1,40,40
6/9/2024,Snacks,Chips,3,20,60
6/9/2024,Snacks,Namkeen,1,50,50
6/9/2024,Snacks,Chocolates,2,60,120
6/9/2024,Snacks,Chocolates,1,60,60
6/9/2024,Snacks,Namkeen,3,50,150
6/9/2024,Snacks,Chocolates,3,60,180
6/9/2024,Snacks,Chocolates,1,60,60
6/9/2024,Snacks,Chocolates,3,60,180
6/9/2024,Snacks,Chips,3,20,60
6/9/2024,Snacks,Chocolates,2,60,120
6/9/2024,Snacks,Biscuits,1,30,30
6/9/2024,Snacks,Chocolates,1,60,60
6/9/2024,Snacks,Popcorn,3,40,120
6/9/2024,Snacks,Popcorn,1,40,40
6/9/2024,Snacks,Namkeen,3,50,150
6/9/2024,Snacks,Biscuits,1,30,30
6/9/2024,Snacks,Namkeen,3,50,150
6/9/2024,Snacks,Chocolates,2,60,120
6/9/2024,Snacks,Namkeen,3,50,150
6/9/2024,Snacks,Popcorn,1,40,40
6/9/2024,Snacks,Biscuits,2,30,60
6/9/2024,Snacks,Chips,3,20,60
6/9/2024,Snacks,Namkeen,2,50,100
6/9/2024,Snacks,Chocolates,2,60,120
6/9/2024,Snacks,Chips,3,20,60
6/9/2024,Snacks,Popcorn,2,40,80
6/9/2024,Snacks,Biscuits,1,30,30
6/9/2024,Snacks,Chips,1,20,20
6/9/2024,Snacks,Biscuits,2,30,60
6/9/2024,Snacks,Chips,1,20,20
